soil_moisture,temperature,humidity,ph,rainfall_mm,ET0,ETc,vpd_proxy,depletion,crop_type_enc,growth_stage_enc,irrigation_label
84.95,15.99,56.54,5.79,17.12,0.5,0.45,6.949,11.59,1,0,0
16.98,29.36,68.67,6.07,8.64,0.5,0.525,9.198,82.01,7,0,4
51.54,23.34,44.24,5.39,13.1,0.5,0.6,13.013,46.45,5,0,1
53.46,35.39,81.49,5.35,0.37,0.5,0.531,6.55,47.77,6,2,1
29.24,18.96,51.49,6.94,38.77,0.5,0.604,9.199,61.88,4,3,3
28.55,29.66,56.63,7.29,20.92,0.5,0.46,12.864,67.0,8,1,3
34.23,32.16,78.34,6.87,4.49,0.5,0.661,6.965,66.22,0,3,3
47.27,32.44,53.21,7.12,14.59,0.5,0.625,15.179,50.39,6,0,2
70.25,26.64,69.8,7.38,26.07,0.5,0.489,8.046,23.98,0,2,1
37.59,14.79,64.29,6.0,3.25,0.5,0.45,5.279,62.66,1,0,2
43.49,31.71,36.52,6.11,7.3,0.5,0.575,20.128,55.99,0,0,2
18.47,41.15,42.28,6.68,58.17,0.5,0.531,23.753,67.27,6,2,3
34.74,30.13,51.06,6.85,196.72,0.5,0.42,14.744,13.62,7,1,1
73.94,15.39,71.46,7.82,14.67,0.5,0.5,4.391,23.39,6,1,1
46.14,30.4,65.41,6.9,8.54,0.5,0.446,10.515,52.68,7,2,2
24.09,31.06,53.83,6.69,35.34,0.5,0.45,14.342,67.57,1,0,3
95.0,33.89,42.44,5.89,50.66,0.5,0.46,19.506,0.0,2,1,0
27.17,16.85,53.98,5.07,4.49,0.5,0.46,7.753,72.78,0,1,3
69.31,20.61,63.75,5.75,124.97,0.5,0.604,7.469,0.0,7,3,0
66.42,25.47,40.16,6.23,41.47,0.5,0.42,15.242,23.52,7,1,1
28.56,23.67,42.44,8.06,34.65,0.5,0.45,13.627,63.28,1,0,3
5.8,26.25,54.67,5.95,33.29,0.5,0.575,11.899,86.72,2,0,4
62.94,21.65,61.01,7.41,36.88,0.5,0.46,8.44,28.33,8,1,1
64.59,24.3,55.86,5.93,28.28,0.5,0.69,10.727,29.56,5,3,1
81.47,32.77,50.26,6.73,45.78,0.5,0.48,16.298,7.46,3,1,0
31.61,29.98,63.89,5.29,93.05,0.5,0.46,10.828,44.61,8,1,2
40.68,27.11,78.59,5.38,50.46,0.5,0.525,5.803,47.12,7,0,2
51.8,27.41,73.79,6.27,60.76,0.5,0.531,7.184,33.25,6,2,1
63.03,31.01,67.63,5.72,50.96,0.5,0.517,10.04,24.62,1,3,1
36.81,30.02,78.36,6.43,13.79,0.5,0.525,6.499,60.81,4,0,2
70.48,12.64,80.0,5.33,0.93,0.5,0.575,2.529,30.71,8,0,1
72.75,36.18,48.93,8.8,16.34,0.5,0.625,18.478,24.43,6,0,1
61.85,32.75,56.5,6.95,3.33,0.5,0.531,14.247,38.58,6,2,1
8.77,27.58,60.94,7.12,35.02,0.5,0.48,10.774,83.05,3,1,4
21.2,28.24,63.76,7.21,0.04,0.5,0.604,10.232,80.3,7,3,3
22.8,30.35,86.36,7.12,12.35,0.5,0.661,4.142,75.55,0,3,3
69.76,26.38,100.0,6.94,35.28,0.5,0.42,0.0,21.84,4,1,1
70.5,29.81,61.62,8.04,11.21,0.5,0.489,11.441,27.72,0,2,1
48.57,25.71,71.36,6.75,83.47,0.5,0.719,7.364,30.87,6,3,2
50.68,30.21,65.38,6.25,11.55,0.5,0.525,10.459,47.54,7,0,1
28.46,28.98,79.71,5.74,13.57,0.5,0.575,5.88,69.35,2,0,3
13.11,28.56,54.1,7.68,6.93,0.5,0.6,13.108,86.54,3,0,4
39.23,19.87,82.81,6.82,11.56,0.5,0.36,3.414,58.57,1,1,2
88.27,28.33,55.62,6.18,11.89,0.5,0.46,12.571,9.7,2,1,0
74.6,35.19,35.68,5.94,49.66,0.5,0.383,22.634,13.05,1,2,0
29.68,28.46,64.82,7.62,38.62,0.5,0.525,10.01,61.28,7,0,3
73.56,23.63,57.74,6.31,39.55,0.5,0.531,9.987,17.17,6,2,1
39.14,25.33,64.13,5.86,36.77,0.5,0.69,9.085,52.73,5,3,2
43.58,22.83,46.76,6.25,3.1,0.5,0.45,12.154,56.72,1,0,2
50.74,33.2,53.69,6.59,24.57,0.5,0.575,15.376,44.12,2,0,1
32.2,31.74,85.92,7.79,10.46,0.5,0.69,4.468,66.72,3,3,3
14.99,28.26,68.85,7.94,44.44,0.5,0.48,8.804,74.31,5,1,4
61.4,27.14,50.29,6.91,1.4,0.5,0.489,13.491,39.45,8,2,1
50.73,23.01,31.41,7.45,0.3,0.5,0.383,15.781,50.15,1,2,1
63.37,30.91,61.68,6.4,21.07,0.5,0.575,11.846,32.42,2,0,1
51.12,25.74,54.6,7.79,86.98,0.5,0.446,11.685,26.69,4,2,1
51.82,23.63,86.22,7.33,8.86,0.5,0.661,3.256,47.46,2,3,1
9.92,30.34,68.26,4.74,23.26,0.5,0.6,9.63,85.35,5,0,4
55.44,31.67,58.44,7.15,82.76,0.5,0.69,13.162,24.12,3,3,1
66.82,22.12,64.26,6.71,16.09,0.5,0.46,7.904,30.02,0,1,1
50.38,29.94,86.74,8.11,19.95,0.5,0.575,3.972,45.71,0,0,1
47.83,32.13,54.55,5.87,32.11,0.5,0.604,14.604,45.08,7,3,2
47.76,32.63,70.3,6.04,26.47,0.5,0.604,9.689,46.66,4,3,2
62.27,31.39,57.81,7.03,37.0,0.5,0.69,13.244,29.54,3,3,1
44.01,38.53,50.39,4.72,28.18,0.5,0.661,19.117,50.1,2,3,2
87.69,19.25,82.67,4.9,23.76,0.5,0.604,3.337,7.46,7,3,0
93.1,25.04,71.29,6.8,32.8,0.5,0.69,7.189,0.0,5,3,0
71.16,32.16,34.75,5.95,13.8,0.5,0.383,20.982,26.1,1,2,1
50.7,26.93,71.3,7.21,30.96,0.5,0.69,7.728,42.73,5,3,1
41.18,32.07,44.98,5.91,74.91,0.5,0.45,17.646,39.88,1,0,2
52.75,39.76,43.61,5.4,12.75,0.5,0.531,22.419,45.16,6,2,1
16.19,37.51,41.76,6.63,11.98,0.5,0.604,21.846,82.11,4,3,4
41.08,28.53,68.2,5.62,23.73,0.5,0.46,9.074,53.72,0,1,2
5.0,30.66,29.54,6.67,29.24,0.5,0.45,21.603,88.29,1,0,4
59.04,16.49,56.35,6.21,41.12,0.5,0.489,7.198,31.17,2,2,1
19.83,18.29,53.35,7.58,8.1,0.5,0.525,8.53,79.31,7,0,4
76.47,21.36,56.17,6.97,22.72,0.5,0.525,9.363,18.76,7,0,1
58.21,33.49,69.91,6.46,39.93,0.5,0.525,10.076,32.4,4,0,1
30.83,26.08,24.45,8.12,66.42,0.5,0.604,19.704,52.88,7,3,3
41.96,23.07,36.13,6.38,0.38,0.5,0.661,14.734,59.6,8,3,2
41.2,27.67,46.47,6.23,3.88,0.5,0.661,14.813,59.41,2,3,2
30.25,29.3,39.13,7.66,12.2,0.5,0.489,17.833,67.71,8,2,3
41.22,24.25,58.87,6.25,21.37,0.5,0.69,9.974,54.78,5,3,2
68.71,25.17,79.49,6.48,14.07,0.5,0.531,5.162,28.85,6,2,1
55.0,21.2,46.58,6.25,30.82,0.5,0.604,11.326,38.25,4,3,1
5.0,25.93,63.99,6.18,75.07,0.5,0.48,9.34,76.09,3,1,4
44.76,28.28,46.43,7.44,32.81,0.5,0.604,15.147,47.96,4,3,2
95.0,22.69,77.76,5.73,20.54,0.5,0.46,5.046,0.65,0,1,0
39.15,18.35,71.73,5.36,51.15,0.5,0.69,5.187,48.88,3,3,2
67.92,22.43,63.22,6.36,49.74,0.5,0.51,8.252,20.03,5,2,1
48.62,16.9,71.71,5.2,17.07,0.5,0.489,4.781,48.03,8,2,2
24.08,30.6,76.66,7.1,16.83,0.5,0.42,7.141,72.46,7,1,3
44.88,28.39,61.72,7.94,27.92,0.5,0.604,10.867,49.15,4,3,2
95.0,23.9,51.32,6.63,42.44,0.5,0.51,11.633,0.0,5,2,0
87.06,19.66,91.97,7.11,7.74,0.5,0.446,1.578,11.98,4,2,0
9.6,36.87,58.19,4.62,15.7,0.5,0.48,15.413,87.4,3,1,4
76.8,35.41,49.84,6.6,5.81,0.5,0.51,17.761,22.92,5,2,1
36.33,34.78,68.12,6.22,23.85,0.5,0.661,11.089,58.93,2,3,2
26.59,25.79,68.55,7.66,2.69,0.5,0.48,8.111,73.89,3,1,3
48.03,20.68,60.58,7.55,6.68,0.5,0.45,8.153,51.31,1,0,2
50.42,29.38,39.17,6.33,5.41,0.5,0.604,17.87,49.64,4,3,1
42.93,26.23,62.38,6.78,15.89,0.5,0.5,9.865,54.06,6,1,2
10.14,28.27,70.49,5.79,1.03,0.5,0.46,8.342,90.73,2,1,4
63.08,26.3,54.54,6.91,2.54,0.5,0.489,11.956,37.46,0,2,1
39.94,30.14,73.04,6.57,66.9,0.5,0.575,8.127,43.58,8,0,2
39.49,27.73,80.13,4.95,91.81,0.5,0.42,5.51,36.97,4,1,2
54.28,25.49,31.0,5.55,26.48,0.5,0.625,17.586,40.19,6,0,1
59.18,24.2,88.62,6.44,58.04,0.5,0.575,2.755,26.71,8,0,1
51.52,25.13,56.52,6.33,29.27,0.5,0.604,10.927,42.15,7,3,1
95.0,23.98,60.98,7.27,82.64,0.5,0.604,9.36,0.0,4,3,0
48.55,35.35,31.62,6.74,20.47,0.5,0.6,24.171,47.47,5,0,2
29.88,25.19,67.61,4.74,61.64,0.5,0.719,8.16,55.41,6,3,3
19.19,26.48,67.74,6.71,0.08,0.5,0.719,8.542,82.59,6,3,4
41.4,29.19,62.87,6.76,12.26,0.5,0.46,10.836,56.47,8,1,2
74.05,33.04,64.17,6.26,2.97,0.5,0.383,11.838,26.11,1,2,1
91.41,29.62,60.48,5.52,16.26,0.5,0.46,11.709,5.39,2,1,0
32.28,34.07,50.57,6.24,17.4,0.5,0.51,16.841,64.34,5,2,3
66.81,29.89,42.04,7.2,21.26,0.5,0.625,17.324,29.06,6,0,1
53.2,31.7,63.4,6.7,5.71,0.5,0.6,11.602,46.77,5,0,1
40.16,29.81,46.4,7.34,14.74,0.5,0.69,15.981,57.62,3,3,2
95.0,21.13,50.84,6.7,42.82,0.5,0.6,10.389,0.0,5,0,0
31.2,21.07,78.79,5.81,80.57,0.5,0.36,4.47,48.12,1,1,2
49.5,28.31,37.8,7.47,49.95,0.5,0.575,17.61,38.56,8,0,2
70.97,30.78,45.05,4.98,120.38,0.5,0.46,16.914,0.0,0,1,0
34.17,35.03,61.89,6.87,19.8,0.5,0.5,13.351,61.78,6,1,3
75.01,28.52,43.77,6.99,39.75,0.5,0.575,16.038,15.78,2,0,1
30.73,26.85,53.27,6.51,15.67,0.5,0.46,12.549,66.22,0,1,3
82.12,29.65,60.97,8.13,21.59,0.5,0.51,11.572,13.38,3,2,0
68.43,24.55,69.07,6.98,0.5,0.5,0.6,7.594,32.94,3,0,1
41.03,19.31,39.26,6.84,14.46,0.5,0.6,11.728,56.6,3,0,2
54.77,26.45,66.04,5.97,36.85,0.5,0.42,8.981,36.41,4,1,1
77.82,25.18,48.32,7.78,83.36,0.5,0.5,13.014,1.1,6,1,0
10.33,18.5,64.01,6.91,28.09,0.5,0.489,6.657,83.37,8,2,4
75.71,25.53,59.29,6.88,21.22,0.5,0.45,10.391,19.73,1,0,1
63.34,33.62,84.1,7.65,13.53,0.5,0.51,5.345,34.32,3,2,1
35.06,10.51,67.85,5.52,13.33,0.5,0.661,3.381,63.03,8,3,2
69.25,27.14,84.89,8.03,9.11,0.5,0.42,4.1,29.36,7,1,1
37.46,29.65,70.52,5.93,66.95,0.5,0.489,8.741,45.83,2,2,2
78.63,11.97,84.85,6.85,53.39,0.5,0.625,1.814,8.63,6,0,0
29.1,26.17,57.87,5.32,107.35,0.5,0.661,11.027,43.8,0,3,2
57.02,27.09,18.95,5.92,25.03,0.5,0.46,21.954,37.42,0,1,1
52.84,13.82,74.93,6.56,14.37,0.5,0.604,3.464,44.82,7,3,1
34.58,34.0,49.57,6.91,96.94,0.5,0.46,17.148,40.61,0,1,2
14.48,30.45,75.81,6.01,61.03,0.5,0.525,7.366,70.48,7,0,4
37.74,19.26,100.0,5.33,19.71,0.5,0.42,0.0,58.03,7,1,2
76.37,25.27,59.65,6.31,37.59,0.5,0.604,10.198,15.07,7,3,1
22.46,28.17,77.84,6.26,130.67,0.5,0.51,6.244,43.81,5,2,2
88.91,29.98,51.16,6.11,54.05,0.5,0.661,14.641,0.0,2,3,0
57.11,27.63,67.5,6.07,12.2,0.5,0.46,8.98,40.78,2,1,1
42.87,24.21,74.75,6.31,51.13,0.5,0.51,6.112,44.71,3,2,2
73.9,37.6,64.16,7.69,1.84,0.5,0.42,13.475,26.65,7,1,1
60.0,20.63,58.18,6.78,3.35,0.5,0.6,8.628,40.6,5,0,1
68.74,32.3,44.34,6.56,81.48,0.5,0.625,17.98,11.0,6,0,0
5.0,25.13,59.11,5.88,5.79,0.5,0.531,10.275,94.78,6,2,4
38.66,28.16,75.17,6.43,13.46,0.5,0.45,6.993,58.86,1,0,2
61.51,27.57,39.91,5.29,31.79,0.5,0.6,16.567,31.48,5,0,1
46.76,20.5,47.77,7.05,34.62,0.5,0.45,10.707,45.09,1,0,2
52.94,26.76,76.49,7.22,33.05,0.5,0.51,6.292,39.48,3,2,1
50.68,31.74,56.74,5.31,75.54,0.5,0.446,13.732,30.2,4,2,1
56.7,26.54,68.08,5.51,2.54,0.5,0.69,8.472,44.35,3,3,1
56.6,28.08,69.97,6.5,74.03,0.5,0.6,8.433,25.07,3,0,1
57.07,26.16,69.36,7.17,1.5,0.5,0.48,8.014,43.72,3,1,1
10.42,22.23,54.88,5.7,0.44,0.5,0.46,10.029,90.61,0,1,4
60.42,31.04,79.05,5.53,21.23,0.5,0.575,6.503,35.33,0,0,1
53.03,28.81,64.9,6.12,6.69,0.5,0.661,10.11,46.83,2,3,1
43.46,35.39,44.85,6.65,13.85,0.5,0.45,19.519,53.96,1,0,2
39.46,34.31,40.79,5.86,23.75,0.5,0.69,20.318,55.91,5,3,2
56.64,17.38,74.24,7.65,85.24,0.5,0.46,4.478,21.68,0,1,1
72.8,26.13,51.43,7.05,1.56,0.5,0.604,12.69,28.29,7,3,1
60.94,28.2,60.41,7.24,70.83,0.5,0.46,11.162,21.23,0,1,1
77.16,9.33,60.86,7.92,4.66,0.5,0.5,3.652,22.85,6,1,1
75.42,34.02,43.67,6.12,19.24,0.5,0.661,19.165,21.08,8,3,1
81.61,36.29,75.05,7.78,170.7,0.5,0.36,9.053,0.0,1,1,0
81.31,25.54,77.0,7.04,18.84,0.5,0.525,5.875,14.96,7,0,0
82.65,23.36,80.39,7.03,20.79,0.5,0.48,4.58,12.98,3,1,0
60.58,27.84,39.23,6.15,21.64,0.5,0.46,16.919,34.77,2,1,1
30.17,29.25,63.05,6.47,62.11,0.5,0.5,10.808,54.44,6,1,3
69.36,39.22,37.46,6.58,22.6,0.5,0.446,24.529,25.7,7,2,1
68.26,23.16,65.27,7.14,29.75,0.5,0.446,8.041,24.89,4,2,1
80.28,29.51,68.54,6.51,55.71,0.5,0.48,9.283,6.0,3,1,0
51.4,25.77,37.84,6.71,16.81,0.5,0.42,16.019,45.15,7,1,1
21.2,31.97,42.09,6.18,21.33,0.5,0.661,18.512,74.74,2,3,3
77.99,23.33,57.3,6.02,3.45,0.5,0.69,9.964,22.81,3,3,1
43.35,27.81,60.47,7.34,41.71,0.5,0.661,10.992,47.13,8,3,2
90.2,39.51,52.19,5.86,22.1,0.5,0.719,18.89,5.68,6,3,0
72.87,23.09,60.66,5.86,3.91,0.5,0.575,9.086,27.52,2,0,1
14.59,37.02,47.67,6.08,7.35,0.5,0.525,19.37,84.75,7,0,4
51.49,25.61,52.18,7.86,4.49,0.5,0.48,12.247,48.51,3,1,1
34.16,27.39,63.49,6.46,12.72,0.5,0.42,10.0,63.48,4,1,3
84.98,23.96,69.83,5.72,0.43,0.5,0.531,7.229,16.24,6,2,1
86.52,35.29,50.05,5.27,1.14,0.5,0.69,17.625,14.9,3,3,0
53.85,24.38,87.38,5.51,7.09,0.5,0.46,3.076,45.41,8,1,1
66.58,23.84,69.83,5.76,48.13,0.5,0.69,7.192,22.25,3,3,1
69.83,34.36,60.51,8.01,53.01,0.5,0.661,13.571,17.62,8,3,1
46.06,23.61,62.93,5.65,35.08,0.5,0.46,8.751,45.69,8,1,2
61.52,32.41,49.26,7.17,10.08,0.5,0.46,16.442,36.92,0,1,1
72.24,27.22,50.93,6.44,1.16,0.5,0.489,13.354,28.67,8,2,1
73.89,24.6,54.8,8.28,5.3,0.5,0.42,11.119,25.74,4,1,1
90.85,14.99,49.18,7.62,6.75,0.5,0.6,7.62,8.84,3,0,0
51.5,27.84,46.53,7.77,36.29,0.5,0.446,14.885,39.89,7,2,1
59.6,33.74,89.6,4.99,12.65,0.5,0.42,3.51,38.07,4,1,1
42.82,23.58,52.12,7.06,8.4,0.5,0.575,11.292,56.36,0,0,2
45.08,24.38,59.78,8.09,6.35,0.5,0.489,9.807,54.44,2,2,2
17.16,34.19,43.2,6.72,64.58,0.5,0.51,19.42,66.82,3,2,3
55.68,38.6,76.49,4.88,13.94,0.5,0.625,9.074,42.15,6,0,1
53.34,32.93,55.83,7.06,1.31,0.5,0.489,14.543,47.53,8,2,1
95.0,24.38,78.62,5.48,27.16,0.5,0.6,5.211,0.0,3,0,0
11.4,22.34,52.43,6.91,25.86,0.5,0.489,10.625,82.9,2,2,4
53.63,31.08,68.69,5.36,26.68,0.5,0.48,9.731,40.42,5,1,1
23.04,32.78,47.91,6.72,30.04,0.5,0.525,17.075,70.22,4,0,3
70.25,34.55,68.84,6.56,21.55,0.5,0.46,10.768,25.12,8,1,1
52.22,20.86,69.86,7.34,45.38,0.5,0.575,6.288,37.06,0,0,1
60.76,30.71,59.74,5.76,34.95,0.5,0.575,12.366,31.32,0,0,1
48.05,25.28,67.13,6.51,82.08,0.5,0.51,8.31,31.24,5,2,2
39.57,29.41,83.21,7.32,17.31,0.5,0.525,4.938,57.11,7,0,2
53.86,18.69,57.37,4.69,3.33,0.5,0.625,7.969,46.81,6,0,1
59.36,38.52,69.0,6.35,22.63,0.5,0.69,11.941,36.3,3,3,1
77.56,25.31,49.62,4.92,33.77,0.5,0.661,12.752,15.04,2,3,1
65.51,30.09,54.6,7.0,3.36,0.5,0.42,13.663,34.64,7,1,1
60.38,34.58,63.68,5.83,3.68,0.5,0.6,12.561,40.13,3,0,1
72.47,25.03,44.92,6.03,7.21,0.5,0.42,13.786,26.65,7,1,1
47.62,24.11,35.18,6.66,122.01,0.5,0.575,15.63,21.13,2,0,1
17.81,33.71,75.71,6.03,49.48,0.5,0.575,8.188,70.38,8,0,4
56.49,23.92,59.82,6.31,6.43,0.5,0.383,9.612,42.74,1,2,1
25.84,25.83,32.94,6.22,69.1,0.5,0.575,17.32,57.09,0,0,3
87.02,19.08,70.77,6.42,22.95,0.5,0.575,5.575,8.27,0,0,0
58.97,20.75,80.19,7.05,17.31,0.5,0.69,4.11,38.12,5,3,1
76.08,36.43,63.87,6.93,5.41,0.5,0.51,13.163,23.74,3,2,1
90.91,23.04,45.89,5.79,11.33,0.5,0.51,12.464,7.33,3,2,0
80.58,32.0,95.14,6.86,15.05,0.5,0.6,1.554,16.88,5,0,1
81.46,19.19,56.31,5.66,4.73,0.5,0.604,8.383,18.78,4,3,1
33.15,25.81,54.62,6.14,12.37,0.5,0.46,11.713,64.69,2,1,3
42.27,40.7,78.64,6.09,49.92,0.5,0.604,8.695,45.87,4,3,2
20.53,27.82,46.55,7.18,20.25,0.5,0.489,14.872,75.27,2,2,3
26.82,19.64,63.48,6.61,11.76,0.5,0.575,7.171,71.46,0,0,3
48.76,33.91,99.59,8.01,60.91,0.5,0.69,0.14,36.65,5,3,2
95.0,28.8,44.53,6.31,60.7,0.5,0.575,15.976,0.0,0,0,0
31.63,40.54,35.89,6.65,20.83,0.5,0.6,25.99,64.29,5,0,3
54.81,23.9,29.44,6.2,48.62,0.5,0.6,16.865,33.67,5,0,1
15.32,32.03,65.35,5.88,67.37,0.5,0.5,11.1,67.88,6,1,3
26.42,32.6,78.49,6.5,1.82,0.5,0.42,7.012,74.14,4,1,3
55.81,32.02,71.13,4.27,26.05,0.5,0.51,9.244,38.49,3,2,1
51.59,35.3,63.0,6.58,2.42,0.5,0.489,13.06,48.98,0,2,1
50.36,28.95,95.18,5.74,117.06,0.5,0.45,1.396,19.41,1,0,1
22.59,26.76,94.3,5.83,12.06,0.5,0.383,1.526,75.14,1,2,3
75.16,23.07,45.04,7.11,6.98,0.5,0.48,12.678,24.17,3,1,1
70.06,23.99,66.53,6.26,11.94,0.5,0.42,8.029,27.79,7,1,1
49.38,31.19,56.38,5.83,65.4,0.5,0.51,13.606,34.38,3,2,2
57.65,23.8,53.26,6.09,44.06,0.5,0.48,11.122,31.75,5,1,1
21.82,27.45,61.79,7.84,39.39,0.5,0.46,10.488,68.78,8,1,3
57.94,15.58,77.19,5.77,16.47,0.5,0.51,3.555,38.93,3,2,1
56.95,24.32,60.82,6.6,11.77,0.5,0.525,9.526,41.21,7,0,1
82.5,17.04,82.21,7.12,94.64,0.5,0.45,3.03,0.0,1,0,0
37.59,24.44,69.83,6.71,15.51,0.5,0.489,7.375,59.48,0,2,2
9.11,21.64,57.97,6.8,34.89,0.5,0.69,9.097,83.27,5,3,4
24.8,24.97,69.45,4.87,144.01,0.5,0.531,7.63,37.96,6,2,2
95.0,28.39,50.66,6.59,11.31,0.5,0.575,14.007,3.41,0,0,0
50.99,15.74,59.72,6.61,22.31,0.5,0.604,6.341,44.54,7,3,1
32.61,23.34,55.37,6.33,38.84,0.5,0.661,10.416,58.64,2,3,3
46.29,26.35,36.05,6.25,36.79,0.5,0.51,16.852,45.13,5,2,2
68.31,27.08,33.59,6.51,14.83,0.5,0.661,17.985,29.37,2,3,1
65.31,27.64,15.16,5.63,46.12,0.5,0.48,23.454,23.53,5,1,1
50.9,38.2,64.03,5.56,72.71,0.5,0.46,13.741,30.78,2,1,1
95.0,28.49,41.62,5.36,6.23,0.5,0.6,16.629,4.83,3,0,0
84.55,15.8,55.3,5.65,14.07,0.5,0.604,7.062,13.19,7,3,0
26.39,22.04,73.13,7.3,19.49,0.5,0.6,5.921,69.89,3,0,3
53.29,32.56,59.12,6.62,36.22,0.5,0.46,13.309,38.16,2,1,1
44.64,23.11,68.27,6.51,21.05,0.5,0.525,7.331,51.03,7,0,2
16.31,38.96,72.91,7.87,45.47,0.5,0.525,10.555,72.82,4,0,4
17.74,28.66,68.53,8.08,48.86,0.5,0.446,9.02,70.28,7,2,4
45.34,31.58,67.84,6.05,4.17,0.5,0.46,10.157,54.69,0,1,2
27.61,34.25,60.54,5.92,4.97,0.5,0.36,13.518,71.96,1,1,3
48.53,20.48,84.25,4.35,91.6,0.5,0.46,3.226,28.08,0,1,1
69.21,27.93,75.09,7.45,38.85,0.5,0.625,6.957,21.95,6,0,1
28.86,23.32,66.01,8.24,38.33,0.5,0.719,7.925,62.67,6,3,3
70.78,23.86,55.46,5.85,114.59,0.5,0.45,10.629,0.0,1,0,0
5.0,24.49,81.78,5.2,13.35,0.5,0.48,4.462,92.62,5,1,4
36.82,24.7,63.87,6.19,30.61,0.5,0.69,8.923,56.7,5,3,2
37.73,28.08,56.59,5.29,2.31,0.5,0.604,12.192,63.16,4,3,2
57.51,26.05,74.91,5.7,25.17,0.5,0.489,6.536,36.97,0,2,1
53.25,25.67,64.83,6.1,16.31,0.5,0.5,9.03,43.63,6,1,1
43.9,25.34,66.13,6.51,1.97,0.5,0.604,8.582,57.08,7,3,2
36.53,39.18,43.97,5.41,14.47,0.5,0.6,21.954,61.09,3,0,2
33.59,31.44,75.03,5.73,2.4,0.5,0.446,7.851,66.88,7,2,3
35.35,31.18,94.44,4.83,107.67,0.5,0.661,1.733,37.46,0,3,2
56.08,29.24,65.76,7.23,20.84,0.5,0.525,10.012,39.65,4,0,1
39.78,34.03,70.65,5.95,58.35,0.5,0.48,9.989,45.79,3,1,2
37.81,18.64,78.68,7.79,8.48,0.5,0.69,3.975,61.65,5,3,2
76.54,28.25,74.92,8.19,34.38,0.5,0.604,7.084,15.76,7,3,1
31.9,29.98,74.56,5.47,52.39,0.5,0.661,7.627,55.72,2,3,3
65.87,28.48,54.2,7.26,6.06,0.5,0.604,13.046,34.01,7,3,1
79.57,28.63,51.22,7.67,2.59,0.5,0.446,13.964,20.85,4,2,1
66.27,29.58,48.6,7.49,27.78,0.5,0.46,15.205,27.44,0,1,1
65.01,25.23,65.52,5.07,40.44,0.5,0.5,8.7,25.41,6,1,1
51.69,20.3,74.94,6.1,16.91,0.5,0.6,5.087,45.28,3,0,1
31.09,33.83,44.32,6.73,3.73,0.5,0.46,18.836,69.06,8,1,3
95.0,30.27,58.77,6.14,53.23,0.5,0.48,12.482,0.0,5,1,0
37.16,31.3,60.68,6.55,37.38,0.5,0.517,12.307,54.12,1,3,2
40.81,15.85,43.94,8.03,23.83,0.5,0.51,8.883,54.09,5,2,2
26.29,30.06,69.34,7.01,8.13,0.5,0.604,9.215,73.04,7,3,3
63.26,27.09,83.49,4.83,2.51,0.5,0.48,4.472,37.27,5,1,1
47.72,29.94,61.24,6.17,13.65,0.5,0.517,11.603,49.91,1,3,2
52.04,29.72,71.68,5.64,55.85,0.5,0.575,8.417,34.44,8,0,1
5.0,33.08,51.97,6.43,40.4,0.5,0.46,15.89,85.33,0,1,4
45.94,23.81,55.86,7.25,23.41,0.5,0.69,10.509,49.52,3,3,2
55.96,29.24,62.93,5.52,53.43,0.5,0.48,10.841,30.93,5,1,1
12.42,19.37,54.34,7.51,0.8,0.5,0.489,8.846,88.59,2,2,4
66.03,26.09,65.49,6.14,16.21,0.5,0.383,9.005,30.58,1,2,1
15.63,31.01,42.26,6.02,25.45,0.5,0.46,17.909,78.7,8,1,4
68.97,16.99,66.03,8.53,5.11,0.5,0.575,5.774,31.1,0,0,1
49.98,32.95,45.64,7.07,42.94,0.5,0.719,17.911,40.32,6,3,2
70.31,23.3,76.75,7.76,40.75,0.5,0.661,5.417,20.42,8,3,1
69.03,29.73,59.77,6.84,4.54,0.5,0.525,11.96,31.07,7,0,1
44.12,30.14,74.38,8.42,6.81,0.5,0.575,7.723,55.5,8,0,2
64.32,27.92,49.5,5.98,23.61,0.5,0.661,14.102,31.01,8,3,1
28.04,19.02,49.67,6.18,20.23,0.5,0.575,9.571,67.98,2,0,3
41.18,35.8,54.01,4.93,4.77,0.5,0.36,16.463,58.44,1,1,2
33.27,25.64,65.74,5.45,1.99,0.5,0.5,8.785,67.45,6,1,3
41.7,34.58,66.12,8.52,19.32,0.5,0.575,11.716,54.56,2,0,2
56.35,29.56,57.99,7.15,11.52,0.5,0.51,12.42,41.84,5,2,1
51.74,26.27,62.75,5.71,71.05,0.5,0.517,9.787,30.52,1,3,1
55.39,21.07,64.52,6.76,11.09,0.5,0.575,7.476,43.07,2,0,1
61.19,22.14,49.13,6.29,12.0,0.5,0.48,11.265,36.8,3,1,1
49.88,11.72,64.99,8.55,13.35,0.5,0.46,4.102,47.69,0,1,2
46.04,36.23,45.23,6.14,24.85,0.5,0.575,19.841,48.75,8,0,2
84.53,14.9,51.39,7.03,8.71,0.5,0.5,7.245,14.39,6,1,0
50.91,30.19,41.95,7.56,10.89,0.5,0.46,17.528,47.32,0,1,1
42.45,31.14,46.71,7.25,4.73,0.5,0.575,16.596,57.71,0,0,2
66.33,30.14,56.99,6.7,9.63,0.5,0.446,12.963,32.21,4,2,1
34.0,26.03,29.94,5.76,30.34,0.5,0.51,18.238,59.14,3,2,3
37.37,33.49,52.56,6.21,58.36,0.5,0.51,15.887,48.27,5,2,2
